Text,Target
The manuscript in the present form is not a review article but is rather a number of research papers stapled together.,N
(on a computer simulation paper) 'Did you use software?',N
Also more information is needed for the reader to be able the information on the standardized changes that is presented afterwards.,C
"The whole paper reminds me of a paper of a couple of years ago, which I didn't like.",N
"The data as presented is not very convincing, even to a believer.",N
"The research questions are vague, which makes them uninteresting",N
The article could benefit from a good linguistic editing in order for it to be better sound and flowing.,C
"Please respond to the Reviewer 2's comments, who suggested Rejection of the paper'
 
 
 Reviewer Comments to the Author:
 
 
 None.
 
 
 #missionimpossible",N
"I am sure that you would find what you expect, but I question its value as research",N
I don't think this study would add anything to either theory or practice,N
"Let me expand, using an analogy.",N
I would refrain from using enumerations in your paper and instead encourage you to think about the deep masculinism that comes with,N
Hypothesized' is such an ugly word,N
I don't know what the heck the red highlighted text is supposed to mean and left it as is.,N
Something is missing.,N
This is depressing! So much work with so little science,N
You know there is something important there but the language is so inaccessible that you cannot make up your mind if they are trying to hide something or they actually think that is a good style of writing.,N
This is an interesting paper but it is not relevant,N
This is all science done by wishful thinking.,N
"The overall value of this manuscript is not so much that this is novel, groundbreaking research as it is a demonstration of opportunistic sampling and analysis.",N
